carat,cut,color,clarity,depth,table,z,x,y,price
16432,16432,16432,16432,1.01,3,6,3,6.42,60.0,6563
16433,16433,16433,16433,1.13,0,0,1,6.66,55.0,6563
16434,16434,16434,16434,1.02,0,5,2,6.43,57.0,6563
16435,16435,16435,16435,1.11,3,0,1,6.58,57.0,6563
16436,16436,16436,16436,1.01,2,6,3,6.26,62.0,6563
16437,16437,16437,16437,1.04,1,5,3,6.53,59.0,6564
16438,16438,16438,16438,1.23,3,1,2,6.77,58.0,6564
16439,16439,16439,16439,2.22,4,3,6,7.77,55.0,6564
16440,16440,16440,16440,1.33,1,5,0,7.16,58.0,6565
16441,16441,16441,16441,1.06,0,6,1,6.58,56.0,6565
16442,16442,16442,16442,1.21,3,3,1,6.65,60.0,6566
16443,16443,16443,16443,1.26,3,1,2,6.9,61.0,6566
16444,16444,16444,16444,1.28,3,4,1,6.9,56.0,6566
16445,16445,16445,16445,1.21,1,3,1,6.96,59.0,6566
16446,16446,16446,16446,1.21,1,3,1,6.83,56.0,6566
16447,16447,16447,16447,1.0,2,6,1,6.41,62.0,6568
16448,16448,16448,16448,1.02,3,5,3,6.45,54.0,6569
16449,16449,16449,16449,1.2,3,3,1,6.78,57.0,6569
16450,16450,16450,16450,1.2,0,3,1,6.87,60.0,6569
16451,16451,16451,16451,1.2,0,3,1,6.81,58.0,6569
16452,16452,16452,16452,1.09,3,5,2,6.74,63.0,6570
16453,16453,16453,16453,1.35,3,1,1,7.28,58.0,6573
16454,16454,16454,16454,1.21,1,3,1,6.95,58.0,6573
16455,16455,16455,16455,1.21,0,3,1,6.81,59.0,6573
16456,16456,16456,16456,1.31,0,1,2,6.87,59.0,6573
16457,16457,16457,16457,1.01,3,0,3,6.45,57.0,6577
16458,16458,16458,16458,1.23,1,3,3,6.94,59.0,6577
16459,16459,16459,16459,1.35,1,1,1,7.24,59.0,6577
16460,16460,16460,16460,1.2,0,3,1,6.78,56.0,6578
16461,16461,16461,16461,1.43,3,2,3,7.13,56.0,6579
16462,16462,16462,16462,1.01,0,6,1,6.36,56.0,6579
16463,16463,16463,16463,1.11,1,6,3,6.77,60.0,6579
16464,16464,16464,16464,1.28,1,3,1,6.88,58.0,6580
16465,16465,16465,16465,1.28,1,3,1,7.05,59.0,6580
16466,16466,16466,16466,1.25,0,5,1,6.88,54.0,6580
16467,16467,16467,16467,1.02,3,0,3,6.34,60.0,6580
16468,16468,16468,16468,1.02,1,0,3,6.51,60.0,6580
16469,16469,16469,16469,1.2,3,5,3,6.69,57.0,6580
16470,16470,16470,16470,1.0,0,4,3,6.42,54.0,6580
16471,16471,16471,16471,1.2,0,1,4,6.91,57.0,6581
16472,16472,16472,16472,1.34,1,5,0,7.08,56.0,6581
16473,16473,16473,16473,1.02,3,0,3,6.37,57.0,6582
16474,16474,16474,16474,1.06,1,5,3,6.65,57.0,6582
16475,16475,16475,16475,1.28,1,1,2,7.01,61.0,6583
16476,16476,16476,16476,1.34,1,5,0,7.1,58.0,6583
16477,16477,16477,16477,1.2,0,3,3,6.76,56.0,6586
16478,16478,16478,16478,1.08,0,5,3,6.59,56.0,6586
16479,16479,16479,16479,1.2,1,5,1,6.84,59.0,6586
16480,16480,16480,16480,1.1,0,3,2,6.57,55.0,6586
16481,16481,16481,16481,1.05,0,5,3,6.53,57.0,6586
16482,16482,16482,16482,1.05,3,0,3,6.51,57.0,6586
16483,16483,16483,16483,1.01,1,4,3,6.39,59.0,6587
16484,16484,16484,16484,1.01,0,5,3,6.38,58.0,6587
16485,16485,16485,16485,1.07,0,6,1,6.61,57.0,6587
16486,16486,16486,16486,1.29,1,3,1,7.02,57.0,6588
16487,16487,16487,16487,1.29,1,3,1,7.0,59.0,6588
16488,16488,16488,16488,1.2,0,3,1,6.83,54.0,6588
16489,16489,16489,16489,1.2,1,3,1,7.02,58.0,6588
16490,16490,16490,16490,1.29,0,3,1,7.0,57.0,6588
16491,16491,16491,16491,1.04,0,5,3,6.46,57.0,6589
16492,16492,16492,16492,1.04,1,5,3,6.56,59.0,6589
16493,16493,16493,16493,1.11,1,4,3,6.62,56.0,6589
16494,16494,16494,16494,1.02,0,5,3,6.4,56.0,6591
16495,16495,16495,16495,1.09,1,5,3,6.74,58.0,6592
16496,16496,16496,16496,2.01,3,3,6,8.3,63.0,6592
16497,16497,16497,16497,1.11,3,5,3,6.61,55.0,6593
16498,16498,16498,16498,1.11,3,5,3,6.65,58.0,6593
16499,16499,16499,16499,1.28,1,3,1,6.93,62.0,6595
16500,16500,16500,16500,1.06,3,5,2,6.48,57.0,6595
16501,16501,16501,16501,1.51,4,6,0,7.19,54.0,6596
16502,16502,16502,16502,1.36,3,4,1,7.05,53.0,6597
16503,16503,16503,16503,1.02,3,6,3,6.41,57.0,6597
16504,16504,16504,16504,2.1,4,5,6,7.82,59.0,6597
16505,16505,16505,16505,2.1,4,5,6,8.05,58.0,6597
16506,16506,16506,16506,1.26,0,3,0,6.95,54.0,6597
16507,16507,16507,16507,1.26,0,1,1,6.89,57.0,6597
16508,16508,16508,16508,1.02,3,4,3,6.4,59.0,6597
16509,16509,16509,16509,1.02,0,4,3,6.5,54.0,6597
16510,16510,16510,16510,1.53,3,3,0,7.43,63.0,6597
16511,16511,16511,16511,1.02,1,4,3,6.54,58.0,6597
16512,16512,16512,16512,1.01,3,4,3,6.46,63.0,6598
16513,16513,16513,16513,1.0,0,0,3,6.38,57.0,6600
16514,16514,16514,16514,1.0,1,0,3,6.31,59.0,6600
16515,16515,16515,16515,1.0,3,0,3,6.32,60.0,6600
16516,16516,16516,16516,1.0,1,0,3,6.43,60.0,6600
16517,16517,16517,16517,1.0,1,0,3,6.39,58.0,6600
16518,16518,16518,16518,1.0,3,0,3,6.34,57.0,6600
16519,16519,16519,16519,1.0,1,0,3,6.38,59.0,6600
16520,16520,16520,16520,1.0,3,0,3,6.34,59.0,6600
16521,16521,16521,16521,1.31,1,3,0,6.99,59.0,6602
16522,16522,16522,16522,1.2,3,6,0,6.7,59.0,6602
16523,16523,16523,16523,1.31,0,3,0,7.0,57.0,6602
16524,16524,16524,16524,1.33,3,5,0,7.1,59.0,6603
16525,16525,16525,16525,1.05,0,5,3,6.65,57.0,6604
16526,16526,16526,16526,1.05,0,5,3,6.49,57.0,6604
16527,16527,16527,16527,1.2,1,4,1,6.9,58.0,6604
16528,16528,16528,16528,1.26,0,5,2,6.93,57.0,6604
16529,16529,16529,16529,1.05,0,5,3,6.56,56.0,6604
16530,16530,16530,16530,1.04,2,4,3,6.34,58.0,6606
16531,16531,16531,16531,1.0,1,5,2,6.35,59.0,6606
16532,16532,16532,16532,1.01,1,0,3,6.43,60.0,6606
16533,16533,16533,16533,1.01,2,0,3,6.71,61.0,6606
16534,16534,16534,16534,1.01,1,0,3,6.46,60.0,6606
16535,16535,16535,16535,1.01,1,0,3,6.44,58.0,6606
16536,16536,16536,16536,1.01,1,0,3,6.36,59.0,6606
16537,16537,16537,16537,1.21,1,3,2,6.88,60.0,6607
16538,16538,16538,16538,1.22,3,6,0,6.96,58.0,6607
16539,16539,16539,16539,1.0,0,3,4,6.34,55.0,6607
16540,16540,16540,16540,0.63,0,6,7,5.5,55.0,6607
16541,16541,16541,16541,1.25,0,5,1,7.03,57.0,6608
16542,16542,16542,16542,1.22,1,3,3,6.85,58.0,6608
16543,16543,16543,16543,1.0,1,4,3,6.48,56.0,6608
16544,16544,16544,16544,1.0,1,4,3,6.4,58.0,6608
16545,16545,16545,16545,1.37,3,5,0,7.06,57.0,6609
16546,16546,16546,16546,1.07,3,5,2,6.65,60.0,6610
16547,16547,16547,16547,1.03,0,6,1,6.48,56.0,6610
16548,16548,16548,16548,1.27,1,1,2,7.08,61.0,6611
16549,16549,16549,16549,1.0,0,5,3,6.42,57.0,6612
16550,16550,16550,16550,1.02,3,0,3,6.52,58.0,6612
16551,16551,16551,16551,1.01,2,6,2,6.36,56.0,6612
16552,16552,16552,16552,1.01,3,5,2,6.56,58.0,6613
16553,16553,16553,16553,1.01,3,5,2,6.48,53.0,6613
16554,16554,16554,16554,1.02,0,3,4,6.42,56.0,6613
16555,16555,16555,16555,1.01,2,5,2,6.55,63.0,6613
16556,16556,16556,16556,1.02,0,4,3,6.44,57.0,6614
16557,16557,16557,16557,1.33,1,3,3,7.13,60.0,6614
16558,16558,16558,16558,1.1,0,3,4,6.76,58.0,6616
16559,16559,16559,16559,1.31,0,1,2,7.01,56.0,6617
16560,16560,16560,16560,1.04,0,5,3,6.51,55.0,6617
16561,16561,16561,16561,1.09,0,5,3,6.69,57.0,6617
16562,16562,16562,16562,1.23,0,3,1,6.83,54.0,6617
16563,16563,16563,16563,1.01,1,5,2,6.42,59.0,6618
16564,16564,16564,16564,1.01,3,5,2,6.38,58.0,6618
16565,16565,16565,16565,1.01,1,5,2,6.37,59.0,6618
16566,16566,16566,16566,1.01,1,5,2,6.43,59.0,6618
16567,16567,16567,16567,1.01,0,5,2,6.45,57.0,6618
16568,16568,16568,16568,1.01,2,5,2,6.37,57.0,6618
16569,16569,16569,16569,1.01,0,5,2,6.47,57.0,6618
16570,16570,16570,16570,1.01,1,5,2,6.58,59.0,6618
16571,16571,16571,16571,1.01,1,5,2,6.41,58.0,6618
16572,16572,16572,16572,1.01,1,5,2,6.46,59.0,6618
16573,16573,16573,16573,1.01,0,5,3,6.47,58.0,6618
16574,16574,16574,16574,1.0,3,4,3,6.36,60.0,6619
16575,16575,16575,16575,1.2,0,6,0,6.81,56.0,6619
16576,16576,16576,16576,1.04,0,3,4,6.48,55.0,6619
16577,16577,16577,16577,1.14,1,5,3,6.75,58.0,6619
16578,16578,16578,16578,1.06,0,3,3,6.58,53.0,6619
16579,16579,16579,16579,1.21,0,3,1,6.9,60.0,6620
16580,16580,16580,16580,1.22,1,3,1,6.81,58.0,6620
16581,16581,16581,16581,1.1,0,4,1,6.66,54.0,6621
16582,16582,16582,16582,1.01,3,0,3,6.52,57.0,6622
16583,16583,16583,16583,1.02,3,5,2,6.37,58.0,6622
16584,16584,16584,16584,1.08,1,6,1,6.62,58.0,6623
16585,16585,16585,16585,1.08,3,3,5,6.57,57.0,6623
16586,16586,16586,16586,1.24,3,3,1,6.93,58.0,6625
16587,16587,16587,16587,1.01,2,4,2,6.34,57.0,6626
16588,16588,16588,16588,1.02,1,4,3,6.54,56.0,6626
16589,16589,16589,16589,1.36,1,2,3,7.09,59.0,6626
16590,16590,16590,16590,1.2,1,3,2,6.85,58.0,6626
16591,16591,16591,16591,1.06,3,4,3,6.54,55.0,6627
16592,16592,16592,16592,1.03,1,5,2,6.41,59.0,6628
16593,16593,16593,16593,1.03,3,5,2,6.5,58.0,6628
16594,16594,16594,16594,1.39,3,5,0,7.09,62.0,6628
16595,16595,16595,16595,1.14,0,3,3,6.72,54.0,6628
16596,16596,16596,16596,1.04,0,5,3,6.48,57.0,6628
16597,16597,16597,16597,1.21,0,3,1,6.81,56.0,6629
16598,16598,16598,16598,1.57,1,2,3,7.56,57.0,6629
16599,16599,16599,16599,1.51,3,1,0,7.19,60.0,6630
16600,16600,16600,16600,1.01,3,6,1,6.37,59.0,6630
16601,16601,16601,16601,1.1,0,3,2,6.61,56.0,6630
16602,16602,16602,16602,1.91,4,3,0,7.76,56.0,6632
16603,16603,16603,16603,1.02,3,4,3,6.56,56.0,6632
16604,16604,16604,16604,1.01,3,5,2,6.26,59.0,6632
16605,16605,16605,16605,1.04,0,5,2,6.58,56.0,6632
16606,16606,16606,16606,1.4,0,2,3,7.17,57.0,6633
16607,16607,16607,16607,1.27,0,3,1,6.95,57.0,6635
16608,16608,16608,16608,1.55,1,2,0,7.36,60.0,6635
16609,16609,16609,16609,1.69,0,3,6,7.61,56.0,6636
16610,16610,16610,16610,1.2,0,6,0,6.81,60.0,6636
16611,16611,16611,16611,1.03,0,3,4,6.43,55.0,6638
16612,16612,16612,16612,1.24,0,2,3,6.86,56.0,6639
16613,16613,16613,16613,1.2,0,1,2,6.76,55.0,6639
16614,16614,16614,16614,1.52,1,1,1,7.5,61.0,6639
16615,16615,16615,16615,1.54,1,1,0,7.33,59.0,6640
16616,16616,16616,16616,1.21,1,3,1,6.93,58.0,6640
16617,16617,16617,16617,1.0,1,4,3,6.41,59.0,6640
16618,16618,16618,16618,1.0,1,4,3,6.57,59.0,6640
16619,16619,16619,16619,1.0,3,5,2,6.38,57.0,6642
16620,16620,16620,16620,1.09,0,3,2,6.66,54.0,6643
16621,16621,16621,16621,1.13,0,5,3,6.68,57.0,6644
16622,16622,16622,16622,1.07,1,5,3,6.52,59.0,6644
16623,16623,16623,16623,1.07,1,5,3,6.58,57.0,6644
16624,16624,16624,16624,1.03,0,5,3,6.48,55.0,6645
16625,16625,16625,16625,1.38,1,3,0,7.13,60.0,6646
16626,16626,16626,16626,1.02,0,5,3,6.45,55.0,6648
16627,16627,16627,16627,1.02,0,5,3,6.44,56.0,6648
16628,16628,16628,16628,1.07,0,5,3,6.53,55.0,6648
16629,16629,16629,16629,1.01,3,4,3,6.5,55.0,6649
16630,16630,16630,16630,1.09,2,3,4,6.72,61.0,6651
16631,16631,16631,16631,1.01,4,4,2,6.6,61.0,6651
16632,16632,16632,16632,1.12,0,5,3,6.64,56.0,6652
16633,16633,16633,16633,1.2,3,1,2,6.75,54.5,6652
16634,16634,16634,16634,1.02,1,4,3,6.4,59.0,6652
16635,16635,16635,16635,0.91,0,6,2,6.16,59.0,6652
16636,16636,16636,16636,1.21,3,1,4,6.83,57.0,6653
16637,16637,16637,16637,2.25,4,3,6,8.01,58.0,6653
16638,16638,16638,16638,1.1,1,5,3,6.75,58.0,6653
16639,16639,16639,16639,1.32,1,1,1,7.14,60.0,6653
16640,16640,16640,16640,1.2,2,0,1,6.84,64.0,6653
16641,16641,16641,16641,1.04,2,4,2,6.49,55.0,6653
16642,16642,16642,16642,1.1,1,5,3,6.64,62.0,6653
16643,16643,16643,16643,1.2,1,0,1,6.82,56.0,6653
16644,16644,16644,16644,1.1,0,5,3,6.68,56.0,6653
16645,16645,16645,16645,1.1,0,5,3,6.74,57.0,6653
16646,16646,16646,16646,1.22,0,3,1,6.83,57.0,6654
16647,16647,16647,16647,1.27,3,1,1,6.86,60.0,6654
16648,16648,16648,16648,1.22,3,5,1,6.82,58.0,6656
16649,16649,16649,16649,1.26,1,4,0,6.99,58.0,6657
16650,16650,16650,16650,1.02,3,4,3,6.34,57.0,6659
16651,16651,16651,16651,1.03,0,5,2,6.46,56.0,6659
16652,16652,16652,16652,1.03,1,5,2,6.47,57.0,6659
16653,16653,16653,16653,1.53,4,2,3,7.24,58.0,6659
16654,16654,16654,16654,1.21,0,4,1,6.87,55.0,6659
16655,16655,16655,16655,1.21,1,4,1,6.96,60.0,6659
16656,16656,16656,16656,1.06,0,5,3,6.51,56.0,6660
16657,16657,16657,16657,1.32,1,4,0,7.1,60.0,6660
16658,16658,16658,16658,1.25,0,3,1,6.86,57.0,6661
16659,16659,16659,16659,1.22,1,3,2,6.8,59.0,6661
16660,16660,16660,16660,1.18,0,1,2,6.79,55.0,6661
16661,16661,16661,16661,1.03,3,4,2,6.47,56.0,6662
16662,16662,16662,16662,1.56,3,2,0,7.4,58.0,6662
16663,16663,16663,16663,1.56,3,2,0,7.37,57.0,6662
16664,16664,16664,16664,1.19,0,3,3,6.82,59.0,6662
16665,16665,16665,16665,1.03,2,4,3,6.38,59.0,6662
16666,16666,16666,16666,1.03,0,4,3,6.58,56.0,6662
16667,16667,16667,16667,1.06,3,5,2,6.5,54.0,6663
16668,16668,16668,16668,1.06,3,5,2,6.42,57.0,6663
16669,16669,16669,16669,1.01,0,5,3,6.48,57.0,6663
16670,16670,16670,16670,1.25,1,1,2,7.01,59.0,6664
16671,16671,16671,16671,1.26,1,3,1,6.93,58.0,6664
16672,16672,16672,16672,1.0,0,6,1,6.42,55.0,6664
16673,16673,16673,16673,1.23,3,5,1,6.81,56.0,6665
16674,16674,16674,16674,1.2,1,3,3,6.75,59.0,6666
16675,16675,16675,16675,1.01,3,0,3,6.38,55.0,6666
16676,16676,16676,16676,1.01,3,0,3,6.36,58.0,6666
16677,16677,16677,16677,1.01,3,0,3,6.31,57.0,6666
16678,16678,16678,16678,1.01,2,0,3,6.34,58.0,6666
16679,16679,16679,16679,1.01,2,0,3,6.31,60.0,6666
16680,16680,16680,16680,0.32,0,3,0,4.4,56.0,420
16681,16681,16681,16681,0.29,0,5,1,4.25,54.0,420
16682,16682,16682,16682,0.25,0,1,5,4.07,55.0,421
16683,16683,16683,16683,0.31,0,1,3,4.36,55.0,421
16684,16684,16684,16684,0.31,0,3,0,4.4,56.0,421
16685,16685,16685,16685,0.31,0,3,0,4.35,55.0,421
16686,16686,16686,16686,0.31,0,3,0,4.36,56.0,421
16687,16687,16687,16687,0.31,0,0,0,4.42,61.0,421
16688,16688,16688,16688,0.31,0,3,1,4.35,55.0,421
16689,16689,16689,16689,0.31,0,3,1,4.36,55.0,421
16690,16690,16690,16690,0.31,0,3,1,4.36,57.0,421
16691,16691,16691,16691,0.36,1,2,1,4.52,60.0,421
16692,16692,16692,16692,0.3,3,3,1,4.24,60.0,421
16693,16693,16693,16693,0.32,2,1,1,4.3,57.0,421
16694,16694,16694,16694,0.3,3,3,1,4.22,58.0,421
16695,16695,16695,16695,0.32,0,5,0,4.37,55.0,421
16696,16696,16696,16696,0.32,2,4,0,4.34,56.0,421
16697,16697,16697,16697,0.32,1,2,2,4.33,58.0,421
16698,16698,16698,16698,0.3,3,3,1,4.28,57.0,421
16699,16699,16699,16699,0.3,2,3,1,4.2,56.0,421
16700,16700,16700,16700,0.32,1,2,2,4.38,58.0,421
16701,16701,16701,16701,0.3,0,3,1,4.28,55.0,421
16702,16702,16702,16702,0.3,3,3,1,4.24,62.0,421
16703,16703,16703,16703,0.32,0,2,2,4.41,57.0,421
16704,16704,16704,16704,0.3,3,3,1,4.35,63.0,421
16705,16705,16705,16705,0.3,1,3,1,4.29,60.0,421
16706,16706,16706,16706,0.32,3,4,0,4.37,56.0,421
16707,16707,16707,16707,0.3,2,3,1,4.26,58.0,421
16708,16708,16708,16708,0.32,2,4,0,4.35,56.0,421
16709,16709,16709,16709,0.3,3,0,0,4.29,61.0,421
16710,16710,16710,16710,0.31,3,4,3,4.45,58.0,609
16711,16711,16711,16711,0.31,0,3,4,4.37,55.0,609
16712,16712,16712,16712,0.31,0,3,4,4.38,56.0,609
16713,16713,16713,16713,0.31,0,3,4,4.36,54.0,609
16714,16714,16714,16714,0.39,0,1,1,4.66,55.0,609
16715,16715,16715,16715,0.3,0,4,1,4.28,57.0,609
16716,16716,16716,16716,0.3,0,4,1,4.35,55.0,609
16717,16717,16717,16717,0.3,0,4,1,4.34,57.0,609
16718,16718,16718,16718,0.3,3,6,3,4.31,55.0,610
16719,16719,16719,16719,0.31,3,0,2,4.29,55.0,610
16720,16720,16720,16720,0.3,0,3,4,4.28,54.4,610
16721,16721,16721,16721,0.32,0,4,3,4.41,56.0,610
16722,16722,16722,16722,0.33,0,3,2,4.46,55.0,610
16723,16723,16723,16723,0.33,0,3,2,4.39,56.0,610
16724,16724,16724,16724,0.38,0,1,1,4.64,56.0,610
16725,16725,16725,16725,0.33,1,3,1,4.42,58.0,610
16726,16726,16726,16726,0.33,0,3,1,4.41,57.0,610
16727,16727,16727,16727,0.3,3,6,2,4.32,55.0,610
16728,16728,16728,16728,0.3,2,6,2,4.22,56.0,610
16729,16729,16729,16729,0.3,1,6,2,4.39,59.0,610
16730,16730,16730,16730,0.23,3,6,2,3.93,58.0,611
16731,16731,16731,16731,0.4,3,0,0,4.88,57.0,611
16732,16732,16732,16732,0.4,3,0,0,4.75,55.0,611
16733,16733,16733,16733,0.41,2,5,0,4.7,54.0,611
16734,16734,16734,16734,0.41,1,2,3,4.69,59.0,611
16735,16735,16735,16735,0.41,2,5,0,4.7,58.0,611
16736,16736,16736,16736,0.41,2,2,3,4.7,56.0,611
16737,16737,16737,16737,0.41,2,1,1,4.67,57.0,611
16738,16738,16738,16738,0.41,1,5,0,4.75,58.0,611
16739,16739,16739,16739,0.28,3,0,4,4.22,55.0,612
16740,16740,16740,16740,1.01,1,0,3,6.44,59.0,6666
16741,16741,16741,16741,1.01,3,0,3,6.47,58.0,6666
16742,16742,16742,16742,1.2,0,3,3,6.86,56.0,6666
16743,16743,16743,16743,1.2,1,3,3,6.88,58.0,6666
16744,16744,16744,16744,1.2,3,5,1,6.77,56.0,6666
16745,16745,16745,16745,1.06,0,5,3,6.59,57.0,6667
16746,16746,16746,16746,1.33,1,4,0,7.13,58.0,6668
16747,16747,16747,16747,1.06,1,0,2,6.66,58.0,6669
16748,16748,16748,16748,1.01,3,5,2,6.47,60.0,6669
16749,16749,16749,16749,1.04,3,5,2,6.39,57.0,6669
16750,16750,16750,16750,1.01,1,5,4,6.66,59.0,6670
16751,16751,16751,16751,1.25,0,0,0,6.83,57.0,6670
16752,16752,16752,16752,1.01,1,0,2,6.41,61.0,6670
16753,16753,16753,16753,1.01,1,5,4,6.49,56.0,6670
16754,16754,16754,16754,1.13,0,3,3,6.69,56.0,6670
16755,16755,16755,16755,1.45,3,2,3,7.14,57.0,6671
16756,16756,16756,16756,1.01,0,4,3,6.5,56.0,6672
16757,16757,16757,16757,1.01,0,5,2,6.39,56.0,6672
16758,16758,16758,16758,1.2,3,3,5,6.75,56.0,6672
16759,16759,16759,16759,1.21,3,3,3,6.74,58.0,6673
16760,16760,16760,16760,1.06,1,4,3,6.58,60.0,6673
16761,16761,16761,16761,1.01,1,4,3,6.52,59.0,6674
16762,16762,16762,16762,1.13,0,0,1,6.65,57.0,6674
16763,16763,16763,16763,0.8,0,4,7,5.99,56.0,6674
16764,16764,16764,16764,1.2,0,3,1,6.81,57.0,6675
16765,16765,16765,16765,1.31,0,4,0,7.05,57.0,6676
16766,16766,16766,16766,1.4,3,1,0,7.12,59.0,6677
16767,16767,16767,16767,1.18,0,1,4,6.7,55.0,6678
16768,16768,16768,16768,1.01,3,4,2,6.28,55.0,6679
16769,16769,16769,16769,0.9,0,5,5,6.22,56.0,6680
16770,16770,16770,16770,1.51,1,2,1,7.42,62.0,6680
16771,16771,16771,16771,1.14,2,5,3,6.63,58.0,6681
16772,16772,16772,16772,1.23,0,3,1,6.92,57.0,6681
16773,16773,16773,16773,1.13,0,0,1,6.69,55.0,6682
16774,16774,16774,16774,1.02,0,5,2,6.47,57.0,6683
16775,16775,16775,16775,1.12,1,5,3,6.71,59.0,6683
16776,16776,16776,16776,1.12,0,5,3,6.74,57.0,6683
16777,16777,16777,16777,1.02,1,5,2,6.55,58.0,6683
16778,16778,16778,16778,1.02,1,5,2,6.5,56.0,6683
16779,16779,16779,16779,1.02,0,5,2,6.46,56.0,6683
16780,16780,16780,16780,1.21,3,3,3,6.77,57.0,6684
16781,16781,16781,16781,1.07,0,1,5,6.56,57.0,6685
16782,16782,16782,16782,1.33,1,5,0,7.19,58.0,6685
16783,16783,16783,16783,1.24,1,3,1,6.91,60.0,6686
16784,16784,16784,16784,1.31,3,1,1,6.97,59.0,6686
16785,16785,16785,16785,2.01,2,4,6,7.93,56.0,6686
16786,16786,16786,16786,1.5,2,2,1,7.32,64.0,6687
16787,16787,16787,16787,0.9,0,6,3,6.2,56.0,6689
16788,16788,16788,16788,1.08,1,5,2,6.55,60.0,6689
16789,16789,16789,16789,1.21,0,1,2,6.83,56.0,6691
16790,16790,16790,16790,1.21,0,1,2,6.84,58.0,6691
16791,16791,16791,16791,1.04,0,4,3,6.48,57.0,6692
16792,16792,16792,16792,1.0,1,4,2,6.45,59.0,6692
16793,16793,16793,16793,1.04,3,3,7,6.51,55.0,6694
16794,16794,16794,16794,1.02,3,5,2,6.44,58.0,6694
16795,16795,16795,16795,1.39,1,1,1,7.22,57.0,6694
16796,16796,16796,16796,1.22,1,5,1,6.84,57.0,6695
16797,16797,16797,16797,1.01,1,0,3,6.49,57.0,6697
16798,16798,16798,16798,1.06,0,3,4,6.52,60.0,6698
16799,16799,16799,16799,1.0,3,5,2,6.42,63.0,6699
16800,16800,16800,16800,1.0,3,4,3,6.32,56.0,6701
16801,16801,16801,16801,1.28,1,3,1,7.08,59.0,6701
16802,16802,16802,16802,1.28,0,3,1,6.93,56.0,6701
16803,16803,16803,16803,1.57,3,2,0,7.37,60.0,6702
16804,16804,16804,16804,1.0,1,5,4,6.43,60.0,6702
16805,16805,16805,16805,1.01,1,4,3,6.52,57.0,6702
16806,16806,16806,16806,1.01,1,3,7,6.47,59.0,6702
16807,16807,16807,16807,1.2,3,0,1,6.91,59.0,6703
16808,16808,16808,16808,1.05,2,3,7,6.5,58.0,6703
16809,16809,16809,16809,1.22,3,5,1,6.75,57.0,6704
16810,16810,16810,16810,1.02,0,0,3,6.58,56.0,6704
16811,16811,16811,16811,1.08,0,5,3,6.62,56.0,6706
16812,16812,16812,16812,1.06,3,5,2,6.65,56.0,6707
16813,16813,16813,16813,1.01,1,4,3,6.43,59.0,6707
16814,16814,16814,16814,1.21,3,4,1,6.95,56.0,6708
16815,16815,16815,16815,1.1,3,4,3,6.56,59.0,6708
16816,16816,16816,16816,1.21,2,0,1,6.65,58.0,6708
16817,16817,16817,16817,1.08,2,5,3,6.69,58.0,6708
16818,16818,16818,16818,1.21,1,3,3,7.01,59.0,6708
16819,16819,16819,16819,1.04,1,5,3,6.59,59.0,6709
16820,16820,16820,16820,1.04,0,5,3,6.49,57.0,6709
16821,16821,16821,16821,1.04,1,5,3,6.51,58.0,6709
16822,16822,16822,16822,1.23,3,6,0,6.78,58.0,6710
16823,16823,16823,16823,1.2,2,3,3,6.74,59.0,6710
16824,16824,16824,16824,1.21,1,3,3,6.91,58.0,6710
16825,16825,16825,16825,1.21,1,3,3,6.82,58.0,6710
16826,16826,16826,16826,1.51,1,2,0,7.44,56.0,6712
16827,16827,16827,16827,1.2,3,3,2,6.82,56.0,6713
16828,16828,16828,16828,1.22,2,1,2,7.01,61.0,6713
16829,16829,16829,16829,1.11,1,5,3,6.7,58.0,6713
16830,16830,16830,16830,1.11,0,5,3,6.67,55.0,6713
16831,16831,16831,16831,1.11,1,5,3,6.79,59.0,6713
16832,16832,16832,16832,1.11,1,5,3,6.65,58.0,6713
16833,16833,16833,16833,1.01,3,4,3,6.3,59.0,6714
16834,16834,16834,16834,1.01,3,0,3,6.36,60.0,6714
16835,16835,16835,16835,1.3,0,1,3,7.07,56.0,6714
16836,16836,16836,16836,1.26,0,3,1,7.0,56.0,6715
16837,16837,16837,16837,1.06,1,0,3,6.49,58.0,6716
16838,16838,16838,16838,1.56,0,3,0,7.39,55.0,6716
16839,16839,16839,16839,1.5,4,1,0,7.05,58.0,6717
16840,16840,16840,16840,1.01,3,4,2,6.47,58.0,6719
16841,16841,16841,16841,1.0,1,0,3,6.36,60.0,6720
16842,16842,16842,16842,1.0,1,0,3,6.38,59.0,6720
16843,16843,16843,16843,1.5,1,5,0,7.55,61.0,6720
16844,16844,16844,16844,1.5,0,5,0,7.31,57.0,6720
16845,16845,16845,16845,1.2,2,5,3,6.8,59.0,6720
16846,16846,16846,16846,1.0,1,0,3,6.49,57.0,6720
16847,16847,16847,16847,1.0,0,0,3,6.44,57.0,6720
16848,16848,16848,16848,1.0,0,0,3,6.37,57.0,6720
16849,16849,16849,16849,1.0,1,0,3,6.42,58.0,6720
16850,16850,16850,16850,1.0,1,0,3,6.38,59.0,6720
16851,16851,16851,16851,1.0,1,0,3,6.43,60.0,6720
16852,16852,16852,16852,1.0,0,0,3,6.42,56.0,6720
16853,16853,16853,16853,1.2,1,3,2,6.98,61.0,6720
16854,16854,16854,16854,1.21,1,3,3,6.95,60.0,6722
16855,16855,16855,16855,1.28,3,1,2,6.9,57.0,6726
16856,16856,16856,16856,1.2,1,3,2,6.75,58.0,6727
